COD_DPTO_MUN;Codigo_dep;Nombre_Dep;Codigo_Mun;Municipio;CODIGO;Tien_clim;Tipo
05_001;05;ANTIOQUIA;001;MEDELLIN;26205080;1;ME
05_002;05;ANTIOQUIA;002;ABEJORRAL;26180160;1;PM
05_004;05;ANTIOQUIA;004;ABRIAQUI;11110020;1;PG
05_021;05;ANTIOQUIA;021;ALEJANDRIA;23085030;1;CO
05_030;05;ANTIOQUIA;030;AMAGA;-999;-999;-999
05_031;05;ANTIOQUIA;031;AMALFI;27010850;1;PM
05_034;05;ANTIOQUIA;034;ANDES;26195020;1;CO
05_036;05;ANTIOQUIA;036;ANGELOPOLIS;-999;-999;-999
05_038;05;ANTIOQUIA;038;ANGOSTURA;27020210;1;PM
05_040;05;ANTIOQUIA;040;ANORI;27025030;1;CO
05_042;05;ANTIOQUIA;042;SANTAFE_DE_ANTIOQUIA;26210130;1;PM
05_044;05;ANTIOQUIA;044;ANZA;26210090;1;PM
05_045;05;ANTIOQUIA;045;APARTADO;12015020;1;AM
05_051;05;ANTIOQUIA;051;ARBOLETES;12045010;1;CP
05_055;05;ANTIOQUIA;055;ARGELIA;23055070;1;ME
05_059;05;ANTIOQUIA;059;ARMENIA;26200140;1;PM
05_079;05;ANTIOQUIA;079;BARBOSA;27015150;1;CO
05_086;05;ANTIOQUIA;086;BELMIRA;26230220;1;PM
05_088;05;ANTIOQUIA;088;BELLO;27015090;1;CO
05_091;05;ANTIOQUIA;091;BETANIA;26190090;1;PM
05_093;05;ANTIOQUIA;093;BETULIA;26210140;1;PM
05_101;05;ANTIOQUIA;101;CIUDAD_BOLIVAR;11025010;1;CO
05_107;05;ANTIOQUIA;107;BRICENO;26230160;1;PG
05_113;05;ANTIOQUIA;113;BURITICA;26225040;1;CO
05_120;05;ANTIOQUIA;120;CACERES;26240060;1;PM
05_125;05;ANTIOQUIA;125;CAICEDO;26210070;1;PM
05_129;05;ANTIOQUIA;129;CALDAS;27015260;1;AM
05_134;05;ANTIOQUIA;134;CAMPAMENTO;27027080;0;LM
05_138;05;ANTIOQUIA;138;CANASGORDAS;11115020;1;CO
05_142;05;ANTIOQUIA;142;CARACOLI;-999;-999;-999
05_145;05;ANTIOQUIA;145;CARAMANTA;26170180;1;PM
05_147;05;ANTIOQUIA;147;CAREPA;12015070;1;SP
05_148;05;ANTIOQUIA;148;EL_CARMEN_DE_VIBORAL;-999;-999;-999
05_150;05;ANTIOQUIA;150;CAROLINA;23080680;0;PM
05_154;05;ANTIOQUIA;154;CAUCASIA;27045020;1;CO
05_172;05;ANTIOQUIA;172;CHIGORODO;12010030;1;PM
05_190;05;ANTIOQUIA;190;CISNEROS;-999;-999;-999
05_197;05;ANTIOQUIA;197;COCORNA;23087200;0;LG
05_206;05;ANTIOQUIA;206;CONCEPCION;23087180;0;LG
05_209;05;ANTIOQUIA;209;CONCORDIA;26215010;1;CO
05_212;05;ANTIOQUIA;212;COPACABANA;-999;-999;-999
05_234;05;ANTIOQUIA;234;DABEIBA;11117050;0;LM
05_237;05;ANTIOQUIA;237;DON_MATIAS;-999;-999;-999
05_240;05;ANTIOQUIA;240;EBEJICO;-999;-999;-999
05_250;05;ANTIOQUIA;250;EL_BAGRE;27035030;0;CO
05_264;05;ANTIOQUIA;264;ENTRERRIOS;27010830;1;PM
05_266;05;ANTIOQUIA;266;ENVIGADO;-999;-999;-999
05_282;05;ANTIOQUIA;282;FREDONIA;26175040;1;CO
05_284;05;ANTIOQUIA;284;FRONTINO;11115040;1;CO
05_306;05;ANTIOQUIA;306;GIRALDO;26220090;1;PM
05_308;05;ANTIOQUIA;308;GIRARDOTA;27010820;1;PM
05_310;05;ANTIOQUIA;310;GOMEZ_PLATA;27010900;1;PM
05_313;05;ANTIOQUIA;313;GRANADA;23080820;1;PM
05_315;05;ANTIOQUIA;315;GUADALUPE;-999;-999;-999
05_318;05;ANTIOQUIA;318;GUARNE;27015210;0;CP
05_321;05;ANTIOQUIA;321;GUATAPE;-999;-999;-999
05_347;05;ANTIOQUIA;347;HELICONIA;27010770;1;PM
05_353;05;ANTIOQUIA;353;HISPANIA;-999;-999;-999
05_360;05;ANTIOQUIA;360;ITAGUI;-999;-999;-999
05_361;05;ANTIOQUIA;361;ITUANGO;26220110;1;PG
05_364;05;ANTIOQUIA;364;JARDIN;26195030;1;CO
05_368;05;ANTIOQUIA;368;JERICO;26170190;1;PM
05_376;05;ANTIOQUIA;376;LA_CEJA;23085100;0;AM
05_380;05;ANTIOQUIA;380;LA_ESTRELLA;-999;-999;-999
05_390;05;ANTIOQUIA;390;LA_PINTADA;26187110;0;LG
05_400;05;ANTIOQUIA;400;LA_UNION;26185020;1;CO
05_411;05;ANTIOQUIA;411;LIBORINA;26230140;1;PM
05_425;05;ANTIOQUIA;425;MACEO;23105070;0;CP
05_440;05;ANTIOQUIA;440;MARINILLA;23080640;1;PM
05_467;05;ANTIOQUIA;467;MONTEBELLO;26180200;1;PM
05_475;05;ANTIOQUIA;475;MURINDO;11105010;0;CO
05_480;05;ANTIOQUIA;480;MUTATA;12015010;1;CO
05_483;05;ANTIOQUIA;483;NARINO;-999;-999;-999
05_490;05;ANTIOQUIA;490;NECOCLI;12025030;1;CO
05_495;05;ANTIOQUIA;495;NECHI;25020540;1;PM
05_501;05;ANTIOQUIA;501;OLAYA;26230010;1;PM
05_541;05;ANTIOQUIA;541;PEÐOL;23085110;1;CO
05_543;05;ANTIOQUIA;543;PEQUE;26220050;1;PG
05_576;05;ANTIOQUIA;576;PUEBLORRICO;26170150;1;PM
05_579;05;ANTIOQUIA;579;PUERTO_BERRIO;23095010;1;CP
05_585;05;ANTIOQUIA;585;PUERTO_NARE;23080720;1;PM
05_591;05;ANTIOQUIA;591;PUERTO_TRIUNFO;23077030;0;LM
05_604;05;ANTIOQUIA;604;REMEDIOS;23175020;1;SS
05_607;05;ANTIOQUIA;607;RETIRO;-999;-999;-999
05_615;05;ANTIOQUIA;615;RIONEGRO;23085200;1;SP
05_628;05;ANTIOQUIA;628;SABANALARGA;26230200;1;PG
05_631;05;ANTIOQUIA;631;SABANETA;-999;-999;-999
05_642;05;ANTIOQUIA;642;SALGAR;26210110;1;PM
05_647;05;ANTIOQUIA;647;SAN_ANDRES_DE_CUERQUIA;26230110;1;PM
05_649;05;ANTIOQUIA;649;SAN_CARLOS;23085220;1;CP
05_652;05;ANTIOQUIA;652;SAN_FRANCISCO;23085140;1;CO
05_656;05;ANTIOQUIA;656;SAN_JERONIMO;26230180;1;PM
05_658;05;ANTIOQUIA;658;SAN_JOSE_DE_LA_MONTANA;26237110;0;LG
05_659;05;ANTIOQUIA;659;SAN_JUAN_DE_URABA;12030010;1;PM
05_660;05;ANTIOQUIA;660;SAN_LUIS;23087190;0;LM
05_664;05;ANTIOQUIA;664;SAN_PEDRO;-999;-999;-999
05_665;05;ANTIOQUIA;665;SAN_PEDRO_DE_URABA;12037050;0;LM
05_667;05;ANTIOQUIA;667;SAN_RAFAEL;23085210;1;CP
05_670;05;ANTIOQUIA;670;SAN_ROQUE;23085080;1;CP
05_674;05;ANTIOQUIA;674;SAN_VICENTE;23085160;1;CO
05_679;05;ANTIOQUIA;679;SANTA_BARBARA;26185050;0;CP
05_686;05;ANTIOQUIA;686;SANTA_ROSA_DE_OSOS;27015110;1;CO
05_690;05;ANTIOQUIA;690;SANTO_DOMINGO;27015190;1;CO
05_697;05;ANTIOQUIA;697;EL_SANTUARIO;23080920;1;PG
05_736;05;ANTIOQUIA;736;SEGOVIA;27011100;1;PM
05_756;05;ANTIOQUIA;756;SONSON;26180180;1;PG
05_761;05;ANTIOQUIA;761;SOPETRAN;26235020;0;CO
05_789;05;ANTIOQUIA;789;TAMESIS;26175030;1;CP
05_790;05;ANTIOQUIA;790;TARAZA;26240170;1;PM
05_792;05;ANTIOQUIA;792;TARSO;-999;-999;-999
05_809;05;ANTIOQUIA;809;TITIRIBI;26200120;1;PM
05_819;05;ANTIOQUIA;819;TOLEDO;26235030;1;CO
05_837;05;ANTIOQUIA;837;TURBO;12010010;1;PM
05_842;05;ANTIOQUIA;842;URAMITA;11117010;0;LG
05_847;05;ANTIOQUIA;847;URRAO;11075020;1;CO
05_854;05;ANTIOQUIA;854;VALDIVIA;26255020;1;CP
05_856;05;ANTIOQUIA;856;VALPARAISO;26177090;0;LM
05_858;05;ANTIOQUIA;858;VEGACHI;23105030;1;CO
05_861;05;ANTIOQUIA;861;VENECIA;26200130;1;PM
05_873;05;ANTIOQUIA;873;VIGIA_DEL_FUERTE;11060010;1;PM
05_885;05;ANTIOQUIA;885;YALI;23107030;0;LG
05_887;05;ANTIOQUIA;887;YARUMAL;27020200;1;PG
05_890;05;ANTIOQUIA;890;YOLOMBO;23100040;1;PM
05_893;05;ANTIOQUIA;893;YONDO;23100070;1;PM
05_895;05;ANTIOQUIA;895;ZARAGOZA;27030090;1;PM
08_001;08;ATLANTICO;001;BARRANQUILLA;29045120;1;CP
08_078;08;ATLANTICO;078;BARANOA;29040020;1;PM
08_137;08;ATLANTICO;137;CAMPO_DE_LA_CRUZ;29040250;1;PM
08_141;08;ATLANTICO;141;CANDELARIA;29040200;1;PM
08_296;08;ATLANTICO;296;GALAPA;-999;-999;-999
08_372;08;ATLANTICO;372;JUAN_DE_ACOSTA;29045110;1;CO
08_421;08;ATLANTICO;421;LURUACO;29030140;1;PM
08_433;08;ATLANTICO;433;MALAMBO;-999;-999;-999
08_436;08;ATLANTICO;436;MANATI;29035080;1;CP
08_520;08;ATLANTICO;520;PALMAR_DE_VARELA;-999;-999;-999
08_549;08;ATLANTICO;549;PIOJO;14010010;1;PG
08_558;08;ATLANTICO;558;POLONUEVO;29040080;1;PM
08_560;08;ATLANTICO;560;PONEDERA;29040070;1;PM
08_573;08;ATLANTICO;573;PUERTO_COLOMBIA;29040230;1;PM
08_606;08;ATLANTICO;606;REPELON;29035070;1;CP
08_634;08;ATLANTICO;634;SABANAGRANDE;-999;-999;-999
08_638;08;ATLANTICO;638;SABANALARGA;29040190;1;PM
08_675;08;ATLANTICO;675;SANTA_LUCIA;29040270;1;PM
08_685;08;ATLANTICO;685;SANTO_TOMAS;-999;-999;-999
08_758;08;ATLANTICO;758;SOLEDAD;29045020;1;AM
08_770;08;ATLANTICO;770;SUAN;29040310;1;PM
08_832;08;ATLANTICO;832;TUBARA;14010100;1;PM
08_849;08;ATLANTICO;849;USIACURI;29040240;1;PG
11_001;11;BOGOTA_DC;001;BOGOTA_DC;21205580;1;CO
13_001;13;BOLIVAR;001;CARTAGENA;14015030;1;CP
13_006;13;BOLIVAR;006;ACHI;25020030;1;PM
13_030;13;BOLIVAR;030;ALTOS_DEL_ROSARIO;25027390;0;LM
13_042;13;BOLIVAR;042;ARENAL;25020970;1;PM
13_052;13;BOLIVAR;052;ARJONA;29035170;1;CP
13_062;13;BOLIVAR;062;ARROYOHONDO;29057003;0;LG
13_074;13;BOLIVAR;074;BARRANCO_DE_LOBA;25020880;1;PM
13_140;13;BOLIVAR;140;CALAMAR;14017702;0;LG
13_160;13;BOLIVAR;160;CANTAGALLO;23170030;0;PM
13_188;13;BOLIVAR;188;CICUCO;25021300;1;PM
13_212;13;BOLIVAR;212;CORDOBA;25020960;1;PM
13_222;13;BOLIVAR;222;CLEMENCIA;-999;-999;-999
13_244;13;BOLIVAR;244;EL_CARMEN_DE_BOLIVAR;29015020;1;AM
13_248;13;BOLIVAR;248;EL_GUAMO;29015030;1;CO
13_268;13;BOLIVAR;268;EL_PENON;25027330;0;LM
13_300;13;BOLIVAR;300;HATILLO_DE_LOBA;25021310;1;PM
13_430;13;BOLIVAR;430;MAGANGUE;25025100;1;CP
13_433;13;BOLIVAR;433;MAHATES;29030170;1;PM
13_440;13;BOLIVAR;440;MARGARITA;25020890;1;PM
13_442;13;BOLIVAR;442;MARIA_LA_BAJA;29035030;1;CO
13_458;13;BOLIVAR;458;MONTECRISTO;25025230;1;CO
13_468;13;BOLIVAR;468;MOMPOS;25021180;1;PM
13_473;13;BOLIVAR;473;MORALES;23205040;0;CO
13_490;13;BOLIVAR;490;NOROSI;-999;-999;-999
13_549;13;BOLIVAR;549;PINILLOS;25025210;1;CO
13_580;13;BOLIVAR;580;REGIDOR;25021050;1;PM
13_600;13;BOLIVAR;600;RIO_VIEJO;25025220;1;CO
13_620;13;BOLIVAR;620;SAN_CRISTOBAL;29037701;0;LG
13_647;13;BOLIVAR;647;SAN_ESTANISLAO;29030050;1;PM
13_650;13;BOLIVAR;650;SAN_FERNANDO;25021090;1;PM
13_654;13;BOLIVAR;654;SAN_JACINTO;29030150;1;PG
13_655;13;BOLIVAR;655;SAN_JACINTO_DEL_CAUCA;25020330;1;PM
13_657;13;BOLIVAR;657;SAN_JUAN_NEPOMUCENO;29030570;1;PG
13_667;13;BOLIVAR;667;SAN_MARTIN_DE_LOBA;25020870;1;PM
13_670;13;BOLIVAR;670;SAN_PABLO;23205020;1;CO
13_673;13;BOLIVAR;673;SANTA_CATALINA;14015010;1;CP
13_683;13;BOLIVAR;683;SANTA_ROSA;-999;-999;-999
13_688;13;BOLIVAR;688;SANTA_ROSA_DEL_SUR;23205030;1;CO
13_744;13;BOLIVAR;744;SIMITI;23200010;1;PM
13_760;13;BOLIVAR;760;SOPLAVIENTO;-999;-999;-999
13_780;13;BOLIVAR;780;TALAIGUA_NUEVO;25027560;0;LG
13_810;13;BOLIVAR;810;TIQUISIO;25021320;1;PM
13_836;13;BOLIVAR;836;TURBACO;14010050;1;PM
13_838;13;BOLIVAR;838;TURBANA;-999;-999;-999
13_873;13;BOLIVAR;873;VILLANUEVA;-999;-999;-999
13_894;13;BOLIVAR;894;ZAMBRANO;25025020;1;CP
15_001;15;BOYACA;001;TUNJA;24035130;1;CP
15_022;15;BOYACA;022;ALMEIDA;35070260;1;PG
15_047;15;BOYACA;047;AQUITANIA;35090010;1;PG
15_051;15;BOYACA;051;ARCABUCO;24010630;1;PM
15_087;15;BOYACA;087;BELEN;24037410;0;LM
15_090;15;BOYACA;090;BERBEO;35080030;1;PM
15_092;15;BOYACA;092;BETEITIVA;24035020;1;CO
15_097;15;BOYACA;097;BOAVITA;24035330;1;AM
15_104;15;BOYACA;104;BOYACA;-999;-999;-999
15_106;15;BOYACA;106;BRICENO;-999;-999;-999
15_109;15;BOYACA;109;BUENAVISTA;23125100;1;CP
15_114;15;BOYACA;114;BUSBANZA;-999;-999;-999
15_131;15;BOYACA;131;CALDAS;-999;-999;-999
15_135;15;BOYACA;135;CAMPOHERMOSO;35085050;1;CO
15_162;15;BOYACA;162;CERINZA;24030590;1;PM
15_172;15;BOYACA;172;CHINAVITA;35070060;1;PM
15_176;15;BOYACA;176;CHIQUINQUIRA;24017510;0;LM
15_180;15;BOYACA;180;CHISCAS;24035310;1;CO
15_183;15;BOYACA;183;CHITA;24035250;1;CO
15_185;15;BOYACA;185;CHITARAQUE;-999;-999;-999
15_187;15;BOYACA;187;CHIVATA;24030500;1;PM
15_189;15;BOYACA;189;CIENEGA;-999;-999;-999
15_204;15;BOYACA;204;COMBITA;24030310;1;PM
15_212;15;BOYACA;212;COPER;23120210;1;PM
15_215;15;BOYACA;215;CORRALES;24037310;0;LM
15_218;15;BOYACA;218;COVARACHIA;24030700;1;PM
15_223;15;BOYACA;223;CUBARA;37037010;0;LG
15_224;15;BOYACA;224;CUCAITA;-999;-999;-999
15_226;15;BOYACA;226;CUITIVA;35095030;1;CO
15_232;15;BOYACA;232;CHIQUIZA;24010830;1;PG
15_236;15;BOYACA;236;CHIVOR;35070190;1;PG
15_238;15;BOYACA;238;DUITAMA;24025030;1;CP
15_244;15;BOYACA;244;EL_COCUY;24030260;1;PM
15_248;15;BOYACA;248;EL_ESPINO;24035370;0;CP
15_272;15;BOYACA;272;FIRAVITOBA;24030540;1;PM
15_276;15;BOYACA;276;FLORESTA;-999;-999;-999
15_293;15;BOYACA;293;GACHANTIVA;24010810;1;PM
15_296;15;BOYACA;296;GAMEZA;24030640;1;PM
15_299;15;BOYACA;299;GARAGOA;35070080;1;PG
15_317;15;BOYACA;317;GUACAMAYAS;-999;-999;-999
15_322;15;BOYACA;322;GUATEQUE;-999;-999;-999
15_325;15;BOYACA;325;GUAYATA;35070110;1;PG
15_332;15;BOYACA;332;GsICAN;24035070;1;CO
15_362;15;BOYACA;362;IZA;24030230;1;PM
15_367;15;BOYACA;367;JENESANO;35070220;1;PG
15_368;15;BOYACA;368;JERICO;24030580;1;PM
15_377;15;BOYACA;377;LABRANZAGRANDE;35217090;0;LG
15_380;15;BOYACA;380;LA_CAPILLA;35085080;0;CP
15_401;15;BOYACA;401;LA_VICTORIA;-999;-999;-999
15_403;15;BOYACA;403;LA_UVITA;24035010;1;CO
15_407;15;BOYACA;407;VILLA_DE_LEYVA;24015300;1;CP
15_425;15;BOYACA;425;MACANAL;35075040;1;CP
15_442;15;BOYACA;442;MARIPI;23120150;0;PM
15_455;15;BOYACA;455;MIRAFLORES;35085040;1;CO
15_464;15;BOYACA;464;MONGUA;24030560;1;PM
15_466;15;BOYACA;466;MONGUI;24030190;1;PM
15_469;15;BOYACA;469;MONIQUIRA;24010710;1;PM
15_476;15;BOYACA;476;MOTAVITA;24010840;1;PM
15_480;15;BOYACA;480;MUZO;23120050;1;PM
15_491;15;BOYACA;491;NOBSA;24035150;1;CP
15_494;15;BOYACA;494;NUEVO_COLON;35075010;1;AM
15_500;15;BOYACA;500;OICATA;24030450;1;PM
15_507;15;BOYACA;507;OTANCHE;23125080;1;CO
15_511;15;BOYACA;511;PACHAVITA;35070210;1;PM
15_514;15;BOYACA;514;PAEZ;35080050;1;PG
15_516;15;BOYACA;516;PAIPA;24035170;1;AM
15_518;15;BOYACA;518;PAJARITO;35195050;1;CO
15_522;15;BOYACA;522;PANQUEBA;-999;-999;-999
15_531;15;BOYACA;531;PAUNA;23125090;1;ME
15_533;15;BOYACA;533;PAYA;-999;-999;-999
15_537;15;BOYACA;537;PAZ_DE_RIO;24037510;0;LG
15_542;15;BOYACA;542;PESCA;24030120;1;PG
15_550;15;BOYACA;550;PISBA;35215030;0;CO
15_572;15;BOYACA;572;PUERTO_BOYACA;23115010;1;CO
15_580;15;BOYACA;580;QUIPAMA;23125140;1;CO
15_599;15;BOYACA;599;RAMIRIQUI;35075030;1;CO
15_600;15;BOYACA;600;RAQUIRA;24010180;1;PM
15_621;15;BOYACA;621;RONDON;35085020;1;CO
15_632;15;BOYACA;632;SABOYA;24010700;1;PM
15_638;15;BOYACA;638;SACHICA;24017620;0;LM
15_646;15;BOYACA;646;SAMACA;24015220;1;CP
15_660;15;BOYACA;660;SAN_EDUARDO;-999;-999;-999
15_664;15;BOYACA;664;SAN_JOSE_DE_PARE;-999;-999;-999
15_667;15;BOYACA;667;SAN_LUIS_DE_GACENO;35080070;1;PM
15_673;15;BOYACA;673;SAN_MATEO;24030830;1;PM
15_676;15;BOYACA;676;SAN_MIGUEL_DE_SEMA;24011130;0;PM
15_681;15;BOYACA;681;SAN_PABLO_DE_BORBUR;23120250;1;PM
15_686;15;BOYACA;686;SANTANA;24010110;1;PM
15_690;15;BOYACA;690;SANTA_MARIA;35070180;1;PG
15_693;15;BOYACA;693;SANTA_ROSA_DE_VITERBO;24030400;1;PM
15_696;15;BOYACA;696;SANTA_SOFIA;24015090;1;CO
15_720;15;BOYACA;720;SATIVANORTE;24035320;1;CO
15_723;15;BOYACA;723;SATIVASUR;-999;-999;-999
15_740;15;BOYACA;740;SIACHOQUE;24030140;1;PM
15_753;15;BOYACA;753;SOATA;-999;-999;-999
15_755;15;BOYACA;755;SOCOTA;35235010;1;CO
15_757;15;BOYACA;757;SOCHA;24030690;1;PM
15_759;15;BOYACA;759;SOGAMOSO;24035340;1;CP
15_761;15;BOYACA;761;SOMONDOCO;35070100;1;PM
15_762;15;BOYACA;762;SORA;-999;-999;-999
15_763;15;BOYACA;763;SOTAQUIRA;24030380;1;PM
15_764;15;BOYACA;764;SORACA;24030420;1;PM
15_774;15;BOYACA;774;SUSACON;24030240;1;PM
15_776;15;BOYACA;776;SUTAMARCHAN;24017830;0;LM
15_778;15;BOYACA;778;SUTATENZA;35075020;1;CP
15_790;15;BOYACA;790;TASCO;24030160;1;PM
15_798;15;BOYACA;798;TENZA;35070550;1;PG
15_804;15;BOYACA;804;TIBANA;35070040;1;PM
15_806;15;BOYACA;806;TIBASOSA;24030410;1;PM
15_808;15;BOYACA;808;TINJACA;-999;-999;-999
15_810;15;BOYACA;810;TIPACOQUE;-999;-999;-999
15_814;15;BOYACA;814;TOCA;24035040;1;CO
15_816;15;BOYACA;816;TOGsI;-999;-999;-999
15_820;15;BOYACA;820;TOPAGA;-999;-999;-999
15_822;15;BOYACA;822;TOTA;35097070;0;LM
15_832;15;BOYACA;832;TUNUNGUA;-999;-999;-999
15_835;15;BOYACA;835;TURMEQUE;35070030;1;PM
15_837;15;BOYACA;837;TUTA;24030820;1;PG
15_839;15;BOYACA;839;TUTAZA;24030650;1;PM
15_842;15;BOYACA;842;UMBITA;35070050;1;PM
15_861;15;BOYACA;861;VENTAQUEMADA;35070020;1;PM
15_879;15;BOYACA;879;VIRACACHA;-999;-999;-999
15_897;15;BOYACA;897;ZETAQUIRA;35080010;1;PM
17_001;17;CALDAS;001;MANIZALES;26155110;1;SP
17_013;17;CALDAS;013;AGUADAS;26185010;1;CO
17_042;17;CALDAS;042;ANSERMA;26145020;1;CO
17_050;17;CALDAS;050;ARANZAZU;-999;-999;-999
17_088;17;CALDAS;088;BELALCAZAR;26147140;0;LG
17_174;17;CALDAS;174;CHINCHINA;26155160;0;ME
17_272;17;CALDAS;272;FILADELFIA;26167080;0;LM
17_380;17;CALDAS;380;LA_DORADA;23040030;1;PM
17_388;17;CALDAS;388;LA_MERCED;-999;-999;-999
17_433;17;CALDAS;433;MANZANARES;23020080;1;PM
17_442;17;CALDAS;442;MARMATO;26170350;0;PM
17_444;17;CALDAS;444;MARQUETALIA;23050080;1;PM
17_446;17;CALDAS;446;MARULANDA;23020090;1;PM
17_486;17;CALDAS;486;NEIRA;26160120;1;PM
17_495;17;CALDAS;495;NORCASIA;23050250;1;PM
17_513;17;CALDAS;513;PACORA;26160090;1;PM
17_524;17;CALDAS;524;PALESTINA;26150060;1;PM
17_541;17;CALDAS;541;PENSILVANIA;23050230;1;PM
17_614;17;CALDAS;614;RIOSUCIO;26170290;1;PM
17_616;17;CALDAS;616;RISARALDA;26170270;0;PM
17_653;17;CALDAS;653;SALAMINA;26185040;1;CO
17_662;17;CALDAS;662;SAMANA;23055040;1;CO
17_665;17;CALDAS;665;SAN_JOSE;-999;-999;-999
17_777;17;CALDAS;777;SUPIA;26177010;0;LM
17_867;17;CALDAS;867;VICTORIA;23020100;1;PM
17_873;17;CALDAS;873;VILLAMARIA;26155150;1;CP
17_877;17;CALDAS;877;VITERBO;26145050;1;CO
18_001;18;CAQUETA;001;FLORENCIA;44035020;1;CO
18_029;18;CAQUETA;029;ALBANIA;-999;-999;-999
18_094;18;CAQUETA;094;BELEN_DE_LOS_ANDAQUIES;44045030;1;CO
18_150;18;CAQUETA;150;CARTAGENA_DEL_CHAIRA;46040010;1;PM
18_205;18;CAQUETA;205;CURILLO;-999;-999;-999
18_247;18;CAQUETA;247;EL_DONCELLO;46035010;1;CO
18_256;18;CAQUETA;256;EL_PAUJIL;44037070;0;LM
18_410;18;CAQUETA;410;LA_MONTANITA;44037100;0;LG
18_460;18;CAQUETA;460;MILAN;44030080;1;PM
18_479;18;CAQUETA;479;MORELIA;44037080;0;LG
18_592;18;CAQUETA;592;PUERTO_RICO;46035020;1;CO
18_610;18;CAQUETA;610;SAN_JOSE_DEL_FRAGUA;44045010;1;CO
18_753;18;CAQUETA;753;SAN_VICENTE_DEL_CAGUAN;46015010;1;CP
18_756;18;CAQUETA;756;SOLANO;44135010;1;CP
18_785;18;CAQUETA;785;SOLITA;-999;-999;-999
18_860;18;CAQUETA;860;VALPARAISO;44045020;1;CO
19_001;19;CAUCA;001;POPAYAN;26035030;1;SP
19_022;19;CAUCA;022;ALMAGUER;52020180;1;PG
19_050;19;CAUCA;050;ARGELIA;53075020;0;CP
19_075;19;CAUCA;075;BALBOA;52010020;1;PM
19_100;19;CAUCA;100;BOLIVAR;52025010;1;CO
19_110;19;CAUCA;110;BUENOS_AIRES;26020100;1;PM
19_130;19;CAUCA;130;CAJIBIO;26025090;1;CO
19_137;19;CAUCA;137;CALDONO;26040290;1;PM
19_142;19;CAUCA;142;CALOTO;26020120;1;PM
19_212;19;CAUCA;212;CORINTO;26040250;1;PM
19_256;19;CAUCA;256;EL_TAMBO;52010100;1;PG
19_290;19;CAUCA;290;FLORENCIA;-999;-999;-999
19_300;19;CAUCA;300;GUACHENE;-999;-999;-999
19_318;19;CAUCA;318;GUAPI;53045030;1;CO
19_355;19;CAUCA;355;INZA;21050230;1;PM
19_364;19;CAUCA;364;JAMBALO;26040280;0;PM
19_392;19;CAUCA;392;LA_SIERRA;52025050;1;CO
19_397;19;CAUCA;397;LA_VEGA;52020190;1;PG
19_418;19;CAUCA;418;LOPEZ;53070030;1;PG
